date,close,volume,open,high,low
9/8/16,105.52,52955310,107.25,107.27,105.24
9/7/16,108.36,42250480,107.83,108.76,107.07
9/6/16,107.7,26645130,107.9,108.3,107.51
9/2/16,107.73,26393770,107.7,108,106.82
9/1/16,106.73,26675250,106.14,106.8,105.62
8/31/16,106.1,31639010,105.66,106.5699,105.64
8/30/16,106,24817940,105.8,106.5,105.5
8/29/16,106.82,24900130,106.62,107.44,106.29
8/26/16,106.94,27744300,107.41,107.95,106.31
8/25/16,107.57,25001730,107.39,107.88,106.68
8/24/16,108.03,23606240,108.565,108.75,107.68
8/23/16,108.85,21236850,108.59,109.32,108.53
8/22/16,108.51,25784420,108.86,109.1,107.85
8/19/16,109.36,25108890,108.77,109.69,108.36
8/18/16,109.08,21918340,109.23,109.6,109.02
8/17/16,109.22,25328680,109.1,109.37,108.34
8/16/16,109.38,33754680,109.63,110.23,109.21
8/15/16,109.48,25704330,108.14,109.54,108.08
8/12/16,108.18,18648700,107.78,108.44,107.78
8/11/16,107.93,27460070,108.52,108.93,107.85
8/10/16,108,23839880,108.71,108.9,107.76
8/9/16,108.81,26296260,108.23,108.94,108.01
8/8/16,108.37,28010430,107.52,108.37,107.16
8/5/16,107.48,39546610,106.27,107.65,106.18
8/4/16,105.87,26781730,105.58,106,105.28
8/3/16,105.79,30148360,104.81,105.84,104.77
8/2/16,104.48,33770220,106.05,106.07,104
8/1/16,106.05,38018910,104.41,106.15,104.41
7/29/16,104.21,27697970,104.19,104.55,103.68
7/28/16,104.34,38771840,102.83,104.45,102.82
7/27/16,102.95,92143920,104.265,104.35,102.75
7/26/16,96.67,53454620,96.82,97.97,96.42
7/25/16,97.34,40290580,98.25,98.84,96.92
7/22/16,98.66,28218240,99.26,99.3,98.31
7/21/16,99.43,32690080,99.83,101,99.13
7/20/16,99.96,26219110,100,100.46,99.735
7/19/16,99.87,23766360,99.56,100,99.34
7/18/16,99.83,36464530,98.7,100.13,98.6
7/15/16,98.78,30031410,98.92,99.3,98.5
7/14/16,98.79,38885980,97.39,98.99,97.32
7/13/16,96.87,25879680,97.41,97.67,96.84
7/12/16,97.42,24129530,97.17,97.7,97.12
7/11/16,96.98,23317990,96.75,97.65,96.73
7/8/16,96.68,28877500,96.49,96.89,96.05
7/7/16,95.94,24460850,95.7,96.5,95.62
7/6/16,95.53,30877540,94.6,95.66,94.37
7/5/16,94.99,27553750,95.39,95.4,94.46
7/1/16,95.89,25982080,95.49,96.465,95.33
6/30/16,95.6,35783320,94.44,95.77,94.3
6/29/16,94.4,36505420,93.97,94.55,93.63
6/28/16,93.59,40387960,92.9,93.66,92.14
6/27/16,92.04,45595680,93,93.05,91.5
6/24/16,93.4,75219710,92.91,94.655,92.65
6/23/16,96.1,32042290,95.94,96.29,95.25
6/22/16,95.55,29124140,96.25,96.89,95.35
6/21/16,95.91,35407050,94.94,96.35,94.676
6/20/16,95.1,34355970,96,96.57,95.03
6/17/16,95.33,60793260,96.62,96.65,95.3
6/16/16,97.55,31251870,96.45,97.75,96.07
6/15/16,97.14,29373050,97.82,98.41,97.03
6/14/16,97.46,31890740,97.32,98.475,96.75
6/13/16,97.34,37708360,98.69,99.12,97.1
6/10/16,98.83,31672220,98.53,99.3457,98.48
6/9/16,99.65,26575570,98.5,99.99,98.46
6/8/16,98.94,20839950,99.02,99.56,98.68
6/7/16,99.03,22378380,99.25,99.87,98.96
6/6/16,98.63,23265200,97.99,101.89,97.55
6/3/16,97.92,28487570,97.79,98.27,97.45
6/2/16,97.72,40170200,97.6,97.84,96.63
6/1/16,98.46,29139100,99.02,99.54,98.33
5/31/16,99.86,42268040,99.6,100.4,98.82
5/27/16,100.35,36299460,99.44,100.47,99.245
5/26/16,100.41,56293490,99.68,100.73,98.64
5/25/16,99.62,38258300,98.67,99.74,98.11
5/24/16,97.9,35074380,97.22,98.09,96.84
5/23/16,96.43,37977020,95.87,97.19,95.67
5/20/16,95.22,31834020,94.64,95.43,94.52
5/19/16,94.2,30417880,94.64,94.64,93.57
5/18/16,94.56,42009830,94.16,95.21,93.89
5/17/16,93.49,46858910,94.55,94.7,93.01
5/16/16,93.88,61192340,92.39,94.39,91.65
5/13/16,90.52,44223040,90,91.67,90
5/12/16,90.34,76183460,92.72,92.78,89.47
5/11/16,92.51,28641180,93.48,93.57,92.46
5/10/16,93.42,33653020,93.33,93.57,92.11
5/9/16,92.79,32895650,93,93.77,92.59
5/6/16,92.72,43665160,93.37,93.45,91.85
5/5/16,93.24,35850220,94,94.07,92.68
5/4/16,94.19,40984160,95.2,95.9,93.82
5/3/16,95.18,56770080,94.2,95.74,93.68
5/2/16,93.64,47844490,93.965,94.08,92.4
4/29/16,93.74,68388840,93.99,94.72,92.51
4/28/16,94.83,82107120,97.61,97.88,94.25
4/27/16,97.82,114436300,96,98.71,95.68
4/26/16,104.35,52979780,103.91,105.3,103.91
4/25/16,105.08,27997990,105,105.65,104.51
4/22/16,105.68,33655810,105.01,106.48,104.62
4/21/16,105.97,31416910,106.93,106.93,105.52
4/20/16,107.13,30576980,106.64,108.09,106.06
4/19/16,106.91,32340620,107.88,108,106.23
4/18/16,107.48,60784920,108.89,108.95,106.94
4/15/16,109.85,46873670,112.11,112.3,109.73
4/14/16,112.1,25364920,111.62,112.39,111.33
4/13/16,112.04,32771760,110.8,112.34,110.8
4/12/16,110.44,27150570,109.34,110.5,108.66
4/11/16,109.02,29357940,108.97,110.61,108.83
4/8/16,108.66,23553790,108.91,109.77,108.17
4/7/16,108.54,31735810,109.95,110.42,108.121
4/6/16,110.96,26178840,110.23,110.98,109.2
4/5/16,109.81,26560420,109.51,110.73,109.42
4/4/16,111.12,37322930,110.42,112.19,110.27
4/1/16,109.99,25820460,108.78,110,108.2
3/31/16,108.99,25763840,109.72,109.9,108.88
3/30/16,109.56,45547590,108.65,110.42,108.6
3/29/16,107.68,31154910,104.89,107.79,104.88
3/28/16,105.19,19354440,106,106.19,105.06
3/24/16,105.67,25568350,105.47,106.25,104.89
3/23/16,106.13,25686350,106.48,107.07,105.9
3/22/16,106.72,32345430,105.25,107.29,105.21
3/21/16,105.91,35454230,105.93,107.65,105.1401
3/18/16,105.92,43607120,106.34,106.5,105.19
3/17/16,105.8,34394830,105.52,106.47,104.96
3/16/16,105.97,38236730,104.61,106.31,104.59
3/15/16,104.58,40026250,103.96,105.18,103.85
3/14/16,102.52,25058280,101.91,102.91,101.78
3/11/16,102.26,27368840,102.24,102.28,101.5
3/10/16,101.17,33490630,101.41,102.24,100.15
3/9/16,101.12,27148530,101.31,101.58,100.27
3/8/16,101.03,31538710,100.78,101.76,100.4
3/7/16,101.87,35890740,102.39,102.83,100.96
3/4/16,103.01,46026600,102.37,103.75,101.37
3/3/16,101.5,36884490,100.58,101.7099,100.45
3/2/16,100.75,33136130,100.51,100.89,99.64
3/1/16,100.53,50303500,97.65,100.77,97.42
2/29/16,96.69,35131460,96.86,98.23,96.65
2/26/16,96.91,28949760,97.2,98.0237,96.58
2/25/16,96.76,27526040,96.05,96.76,95.25
2/24/16,96.1,36192150,93.98,96.38,93.32
2/23/16,94.69,31851180,96.4,96.5,94.55
2/22/16,96.88,34240470,96.31,96.9,95.92
2/19/16,96.04,35290570,96,96.7599,95.8
2/18/16,96.26,38866100,98.84,98.89,96.091
2/17/16,98.12,44811800,96.67,98.21,96.15
2/16/16,96.64,48032600,95.02,96.85,94.61
2/12/16,93.99,40323020,94.19,94.5,93.01
2/11/16,93.7,49979700,93.79,94.72,92.59
2/10/16,94.27,42288790,95.92,96.35,94.1
2/9/16,94.99,44282560,94.29,95.94,93.93
2/8/16,95.01,53920550,93.13,95.7,93.04
2/5/16,94.02,46315620,96.52,96.92,93.69
2/4/16,96.6,46418230,95.86,97.33,95.19
2/3/16,96.35,45870130,95,96.84,94.08
2/2/16,94.48,37190500,95.42,96.04,94.28
2/1/16,96.43,40814360,96.47,96.71,95.4
1/29/16,97.34,64332440,94.79,97.34,94.35
1/28/16,94.09,55622370,93.79,94.52,92.39
1/27/16,93.42,133059000,96.04,96.6289,93.34
1/26/16,99.99,71937310,99.93,100.88,98.07
1/25/16,99.44,51529980,101.52,101.53,99.21
1/22/16,101.42,65648660,98.63,101.46,98.37
1/21/16,96.3,52099200,97.06,97.88,94.94
1/20/16,96.79,72274300,95.1,98.1897,93.42
1/19/16,96.66,52960810,98.41,98.65,95.5
1/15/16,97.13,79356010,96.2,97.71,95.36
1/14/16,99.52,63000140,97.96,100.48,95.74
1/13/16,97.39,62285770,100.32,101.19,97.3
1/12/16,99.96,49046150,100.55,100.69,98.8399
1/11/16,98.53,49687870,98.97,99.06,97.34
1/8/16,96.96,70722000,98.55,99.11,96.76
1/7/16,96.45,80742460,98.68,100.13,96.43
1/6/16,100.7,68384270,100.56,102.37,99.87
1/5/16,102.71,55583140,105.75,105.85,102.41
1/4/16,105.35,67569090,102.61,105.368,102
12/31/15,105.26,40885480,107.01,107.03,104.82
12/30/15,107.32,25184090,108.58,108.7,107.18
12/29/15,108.74,30912260,106.96,109.43,106.86
12/28/15,106.82,26639930,107.59,107.69,106.1807
12/24/15,108.03,13596680,109,109,107.95
12/23/15,108.61,32618140,107.27,108.85,107.2
12/22/15,107.23,32728460,107.4,107.72,106.451
12/21/15,107.33,47507230,107.28,107.37,105.57
12/18/15,106.03,96197190,108.91,109.52,105.81
12/17/15,108.98,44654830,112.02,112.25,108.98
12/16/15,111.34,56157370,111.07,111.99,108.8
12/15/15,110.49,53168580,111.94,112.8,110.35
12/14/15,112.48,64678220,112.18,112.68,109.79
12/11/15,113.18,46810020,115.19,115.39,112.851
12/10/15,116.17,29158640,116.04,116.94,115.51
12/9/15,115.62,46301930,117.64,117.69,115.08
12/8/15,118.23,34275420,117.52,118.6,116.86
12/7/15,118.28,32063100,118.98,119.86,117.81
12/4/15,119.03,57717870,115.29,119.25,115.11
12/3/15,115.2,41511380,116.55,116.79,114.22
12/2/15,116.28,33316990,117.05,118.11,116.08
12/1/15,117.34,34806250,118.75,118.81,116.86
11/30/15,118.3,38063130,117.99,119.41,117.75
11/27/15,117.81,13046450,118.29,118.41,117.6
11/25/15,118.03,21341960,119.21,119.23,117.92
11/24/15,118.88,42747950,117.33,119.35,117.12
11/23/15,117.75,32445680,119.27,119.73,117.34
11/20/15,119.3,34135230,119.2,119.92,118.85
11/19/15,118.78,43233950,117.64,119.75,116.76
11/18/15,117.29,46559730,115.76,117.49,115.5
11/17/15,113.69,27584020,114.92,115.05,113.32
11/16/15,114.175,37979570,111.38,114.24,111
11/13/15,112.34,45555300,115.2,115.57,112.27
11/12/15,115.72,32461350,116.26,116.82,115.65
11/11/15,116.11,45179400,116.37,117.42,115.21
11/10/15,116.77,59029400,116.9,118.07,116.061
11/9/15,120.57,33829290,120.96,121.81,120.05
11/6/15,121.06,33009110,121.11,121.81,120.62
11/5/15,120.92,39483400,121.85,122.69,120.18
11/4/15,122,44829060,123.13,123.82,121.62
11/3/15,122.57,45479260,120.79,123.49,120.7
11/2/15,121.18,32152870,119.87,121.36,119.61
10/30/15,119.5,49305220,120.99,121.22,119.45
10/29/15,120.53,51106100,118.7,120.69,118.27
10/28/15,119.27,85436210,116.93,119.3,116.06
10/27/15,114.55,67673450,115.4,116.54,113.99
10/26/15,115.28,66139770,118.08,118.13,114.92
10/23/15,119.08,59251740,116.7,119.228,116.33
10/22/15,115.5,41430660,114.33,115.5,114.1
10/21/15,113.76,42276880,114,115.58,113.7
10/20/15,113.77,48929200,111.34,114.17,110.82
10/19/15,111.73,29723750,110.8,111.75,110.11
